0.00,26,37.971738,23.758638,38.291786,0.000000,54.76775557434513,27.383877787172565
1.00,26,37.971745,23.758645,38.291786,1.000000,74.79262240281659,37.396311201408295
2.00,26,37.971759,23.758660,38.291786,2.000000,66.46196857497522,33.23098428748761
3.00,26,37.971780,23.758682,38.291786,3.000000,81.32039048744683,40.660195243723415
4.00,26,37.971807,23.758712,39.779928,4.000000,64.14707681849053,32.073538409245266
5.00,26,37.971833,23.758758,52.952756,5.000000,79.02749159199844,39.51374579599922
6.00,26,37.971856,23.758817,62.749916,5.893475,100.0,50.0
7.00,26,37.971867,23.758882,77.545323,5.893475,62.778497174822256,31.389248587411128
8.00,26,37.971865,23.758949,91.801492,5.893475,37.54576277393802,18.77288138696901
9.00,26,37.971855,23.759015,98.560890,5.893475,59.64942775315168,29.824713876575835
10.00,26,37.971841,23.759079,105.427541,5.893475,76.11658210595523,38.058291052977616
11.00,26,37.971824,23.759143,106.824175,5.893475,63.71376984847335,31.856884924236674
12.00,26,37.971807,23.759206,106.824175,5.893475,42.551568862494406,21.275784431247203
13.00,26,37.971790,23.759270,106.824175,5.893475,63.522173547727405,31.7610867738637
14.00,26,37.971773,23.759333,106.824175,5.893475,74.38564580572302,37.19282290286151
15.00,26,37.971756,23.759397,106.824175,5.893475,76.74354018567098,38.37177009283549
16.00,26,37.971739,23.759461,106.953916,5.893475,58.33472749338823,29.167363746694114
17.00,26,37.971722,23.759524,107.072269,5.893475,75.02812434461418,37.51406217230709
18.00,26,37.971705,23.759588,106.914984,5.893475,39.323441181160206,19.661720590580103
19.00,26,37.971689,23.759652,105.698069,5.893475,52.85546014237927,26.427730071189636
20.00,26,37.971674,23.759716,105.698069,5.893475,74.79614170919774,37.39807085459887
21.00,26,37.971658,23.759780,105.698069,5.893475,51.10898130872874,25.554490654364372
22.00,26,37.971642,23.759844,105.698069,5.893475,51.08212466237502,25.541062331187515
23.00,26,37.971624,23.759907,108.836598,5.893475,51.14396843962174,25.57198421981087
24.00,26,37.971604,23.759969,109.674099,5.893475,83.8538443022439,41.92692215112195
25.00,26,37.971585,23.760031,109.674099,5.893475,53.46210474731808,26.731052373659043
26.00,26,37.971565,23.760093,111.125026,5.893475,40.124248584069804,20.062124292034902
27.00,26,37.971543,23.760154,112.446075,5.893475,66.04725117870038,33.02362558935019
28.00,26,37.971521,23.760216,112.446075,5.893475,20.0,10.0
29.00,26,37.971499,23.760277,112.446075,5.893475,46.27154372870251,23.135771864351256
30.00,26,37.971474,23.760335,117.866134,5.893475,74.96290643448387,37.481453217241935
31.00,26,37.971447,23.760394,117.866134,5.893475,82.04188711970224,41.02094355985112
32.00,26,37.971421,23.760452,117.866134,5.893475,80.99812587265697,40.499062936328485
33.00,26,37.971395,23.760510,117.866134,5.893475,56.81676029975654,28.40838014987827
34.00,26,37.971369,23.760569,117.866134,5.893475,36.20910699896305,18.104553499481526
35.00,26,37.971343,23.760627,117.866134,5.893475,58.662371961916286,29.33118598095814
36.00,26,37.971316,23.760685,117.883765,5.893475,73.063203294212,36.531601647106
37.00,26,37.971290,23.760744,118.018841,5.893475,33.06209820545804,16.53104910272902
